noDataCast,femaleCast,maleCast,noDataCrew,femaleCrew,maleCrew,tmdbId,movieId,imdbId
3,0,1,3,0,0,15323,76770,1422758
4,0,1,3,0,2,1568,76772,218871
0,3,7,5,1,7,48688,76776,64828
1,3,4,0,0,3,33226,76778,1303889
9,1,2,18,0,1,96010,76808,799991
0,2,9,6,0,8,27179,76811,51786
1,1,3,5,0,1,11303,76814,236638
3,1,4,3,0,1,18426,76816,468704
14,0,1,2,0,0,19939,76818,1267160
8,0,3,1,0,2,36916,76823,38182
2,1,2,0,0,1,145902,76827,372359
3,3,1,2,0,0,79924,76829,1059817
0,2,4,1,0,0,116983,76832,960066
24,1,2,0,0,1,17988,76836,36947
1,2,5,6,0,4,26178,76860,87981
2,3,8,0,0,2,19587,76862,783515
0,3,1,1,1,1,68987,76864,1479676
10,0,2,14,4,6,36124,76866,1014809
5,3,7,5,0,5,20781,76873,1269734
3,3,7,3,0,8,31561,77143,38390
20,1,7,9,2,4,1912,77146,810868
5,2,2,8,0,5,35002,77149,66561
3,0,12,1,0,1,47813,77154,1159961
2,6,0,2,0,0,14766,77156,1116182
6,8,8,2,0,5,36731,77162,55382
0,0,1,13,0,1,141714,77177,884762
1,0,0,0,0,0,19401,77179,1153037
1,0,0,1,0,0,31869,77181,1358383
0,1,5,2,0,3,26186,77184,63094
1,1,6,1,0,2,55236,77189,34646
0,4,11,1,0,7,34803,77191,1321509
1,0,16,17,2,7,37861,77201,862467
5,1,9,1,0,2,47808,77204,86232
10,9,19,54,10,15,33217,77206,1196141
3,1,2,2,1,2,29989,77208,964586
3,2,6,2,0,0,90634,77210,222024
3,3,7,7,0,12,26380,77212,33987
2,3,4,3,0,1,43326,77217,48705
1,5,7,3,1,8,44747,77223,45589
5,2,4,7,0,7,102419,77229,36929
0,3,5,4,0,1,228444,77231,43629
1,0,2,1,0,0,36443,77233,1039647
2,3,9,4,1,7,4461,77238,43459
4,3,3,5,1,7,41110,77240,1226236
0,2,4,7,1,4,31687,77259,1520496
2,16,9,25,3,2,20497,77264,1083845
0,2,2,1,1,1,12411,77266,445953
5,1,5,0,0,1,86097,77281,1241707
3,7,1,6,0,15,25832,77291,92580
17,3,6,3,0,6,25338,77293,78269
0,4,3,10,1,5,20478,77296,790721
4,4,7,0,0,3,17960,77298,430224
4,1,7,11,0,4,33427,77300,1587414
22,24,5,14,2,1,23568,77303,1318044
6,2,1,18,0,2,38810,77307,1379182
1,4,3,1,0,2,12408,77312,791303
2,1,2,9,0,3,21345,77316,1124052
8,0,3,11,0,4,40168,77318,96046
12,2,3,2,0,5,44132,77326,72752
1,4,5,1,0,0,37857,77332,119004
4,0,0,4,0,0,33784,77336,1105281
0,2,3,0,0,3,45663,77339,1226752
19,3,2,3,1,3,129689,77342,84778
11,1,3,6,1,3,178736,77344,101930
3,7,12,1,1,2,35656,77349,1294136
7,4,6,6,0,4,30427,77351,996435
7,3,6,5,1,3,12166,77353,1217243
3,0,5,1,0,0,33501,77355,240732
6,0,0,10,0,2,36325,77357,1452291
1,3,8,3,0,0,43381,77362,44117
3,2,11,2,0,4,34813,77364,480255
5,3,8,2,0,0,33215,77370,1198408
0,2,2,1,0,2,21036,77412,69058
2,5,7,0,1,4,35690,77414,1294226
8,14,4,1,0,2,18406,77416,85318
1,5,5,9,1,8,39053,77421,1336617
2,2,2,11,1,0,37169,77427,1467304
27,3,7,0,1,2,24805,77433,14532
4,7,11,2,0,11,43517,77435,36430
1,0,1,0,0,1,176651,77442,200689
0,0,1,0,0,1,121036,77444,333902
2,2,11,10,0,6,42476,77449,68264
5,6,10,3,1,8,111310,77451,25607
3,0,1,2,0,0,39452,77455,1587707
1,7,6,3,1,10,94917,77463,55489
10,0,4,3,0,0,107643,77468,418815
13,1,1,3,0,1,64651,77470,223783
0,1,0,0,3,0,40594,77479,1027091
8,1,4,3,0,1,23104,77481,33787
0,1,5,0,0,2,37605,77491,54016
2,3,3,0,0,6,91727,77493,29310
11,3,23,1,0,6,41597,77496,32842
3,6,6,2,0,11,62727,77509,41746
1,0,11,5,0,10,25385,77517,62377
7,1,1,7,0,1,64576,77538,204504
11,2,12,5,2,9,32985,77540,970452
5,4,12,5,0,7,44399,77550,33405
71,19,25,8,7,18,10138,77561,1228705
1,0,4,11,0,4,32084,77596,1483831
1,4,4,3,1,12,42191,77613,37832
0,1,5,1,0,2,190906,77615,34636
1,0,0,12,0,0,45615,77629,1584813
2,4,12,7,0,12,38579,77665,1392197
8,3,12,0,0,3,37931,77667,1470023
2,2,8,8,1,2,27004,77672,1106860
3,2,7,4,0,5,10870,77680,368668
4,1,3,7,0,5,54117,77682,324242
4,5,4,4,2,1,4180,77688,90206
22,1,4,9,0,1,55135,77707,383846
8,2,4,6,0,3,15877,77709,1056437
7,3,5,10,1,2,72272,77711,405866
5,3,0,10,1,1,1549,77715,338977
1,3,2,4,1,5,10171,77719,102050
11,2,4,5,0,10,38996,77721,68457
8,0,2,10,1,4,25699,77729,74857
10,1,6,4,0,0,18899,77731,1329454
10,0,2,3,0,2,45380,77736,843270
1,1,5,0,0,2,48587,77738,892074
1,5,9,5,0,6,198600,77742,46424
3,2,2,7,0,8,36760,77744,54380
16,0,6,12,0,4,39767,77752,110524
0,2,2,0,0,2,17005,77772,1249294
3,0,0,1,0,0,26694,77774,956101
12,0,5,18,0,1,126421,77776,60978
1,1,2,0,0,1,121351,77778,27255
4,6,12,1,2,5,37178,77780,1219836
6,2,4,1,0,3,125271,77783,64777
1,2,9,2,1,2,5178,77788,808285
4,2,4,33,0,1,34069,77795,381940
6,4,5,2,2,11,23437,77798,1179056
10,1,9,6,0,7,37495,77800,1341167
9,0,1,6,0,1,145217,77802,472840
1,2,5,0,0,3,42217,77808,75774
1,9,7,1,1,1,19173,77810,1111890
4,0,5,1,0,0,42910,77816,1237900
5,4,11,6,6,9,43090,77818,1376195
2,5,9,4,0,7,35169,77820,492389
0,1,2,0,1,2,41116,77829,1355640
4,0,1,1,0,0,25659,77831,1241338
4,0,0,0,0,2,37828,77833,1640680
23,27,30,0,0,3,38726,77835,36384
23,12,20,74,9,10,36950,77837,1132623
10,17,8,3,0,3,37565,77841,1210106
0,1,2,21,1,11,38542,77843,1379177
0,1,14,12,2,5,12219,77846,118528
13,2,3,6,0,1,76822,77852,468774
7,5,22,7,2,9,20662,77866,955308
3,0,1,5,1,3,31345,77875,65695
4,1,1,2,2,0,21245,77881,307076
7,1,0,2,0,0,60677,77883,1428457
6,0,1,6,0,0,52620,77891,46004
5,2,3,6,0,4,34626,77893,1368116
4,1,10,11,1,10,47737,77896,71566
4,7,11,2,1,4,28575,77899,48191
2,0,1,0,0,1,52249,77907,1546653
1,4,5,0,0,1,51442,77910,94642
6,0,1,3,0,1,89462,77917,27118
2,4,3,2,0,5,66022,77919,57933
11,18,21,5,0,5,38697,77921,36922
4,0,0,3,0,0,37511,77931,1355599
0,3,1,0,0,1,21794,77941,460435
6,0,0,6,0,2,36432,77944,1333631
11,0,0,7,0,1,35572,77947,1524539
5,2,4,0,0,1,106813,77951,250264
0,0,4,0,0,1,20311,77966,1284028
0,0,0,8,0,0,81589,77968,1249414
1,1,2,1,0,2,8929,77979,1042424
2,1,4,5,0,1,7346,77981,491044
2,3,9,2,0,6,28894,77983,45070
3,0,1,2,0,0,44513,77985,363249
0,3,16,11,0,5,23050,77990,79858
5,2,2,1,0,1,96287,78000,773318
2,1,7,2,0,0,23538,78003,821442
10,0,1,9,0,4,27181,78006,239381
5,3,4,5,1,2,5590,78009,66207
11,2,2,5,1,1,53503,78011,294725
5,2,4,5,0,11,40998,78014,312859
13,0,0,14,0,0,5850,78016,855729
0,4,5,29,1,11,18516,78019,479341
1,0,0,2,0,0,31261,78022,1480660
1,2,1,6,1,2,39056,78025,269856
1,0,3,2,2,6,24757,78030,1236484
16,6,4,27,1,8,26587,78032,1331307
7,3,12,8,4,7,36801,78034,1196204
11,0,7,6,0,0,92501,78037,372321
6,4,5,15,3,8,46705,78039,1120985
20,8,6,3,5,9,37821,78041,1103153
1,1,1,1,0,2,261538,78043,73498
2,2,3,1,0,2,253232,78045,67540
3,0,0,1,0,0,173865,78054,109744
9,2,5,1,0,1,225503,78057,11908
2,2,5,7,2,1,29069,78059,67929
3,3,3,0,0,4,26962,78062,431340
0,0,0,0,0,0,37255,78064,428040
0,2,3,2,1,1,122188,78066,144589
2,1,6,1,0,2,51792,78068,35614
2,2,5,2,0,2,99236,78071,35170
13,5,18,2,0,4,174784,78073,31595
4,1,8,2,1,2,14257,78081,67108
4,4,1,4,0,2,5424,78084,82479
2,3,4,1,0,2,39453,78086,1484954
10,4,6,11,0,4,26388,78088,1462758
0,0,0,6,1,3,44878,78090,1235072
3,2,0,1,0,0,116746,78093,16201
5,3,6,2,0,4,64811,78095,58142
10,0,1,4,0,2,39024,78097,1288645
9,1,1,9,0,0,38307,78099,1459026
0,0,0,0,0,0,134901,78101,484211
0,2,6,1,0,5,30527,78103,472562
4,1,8,22,2,22,9543,78105,473075
2,8,9,1,0,4,43317,78111,47840
5,6,3,0,2,1,40247,78116,878835
0,0,0,4,0,1,14518,78122,863136
3,1,2,2,0,1,26427,78124,65839
8,2,5,16,0,4,37034,78128,1425257
3,4,5,1,0,2,35197,78130,1327200
2,4,4,8,2,4,36686,78132,1038011
4,0,0,4,0,0,115064,78140,1479380
22,5,16,3,0,1,25846,78142,1081935
1,1,3,1,0,2,73931,78145,98197
6,0,0,2,0,0,30913,78157,59440
0,0,1,0,0,2,198306,78160,397612
0,0,1,0,0,2,198307,78162,439784
4,4,7,12,1,1,62492,78168,475390
7,1,2,15,0,0,112882,78170,22485
12,11,9,3,2,9,37786,78174,1261945
1,2,12,6,2,10,66775,78181,69528
1,2,10,8,0,5,44398,78184,42256
5,4,14,1,1,6,25551,78186,45161
0,0,2,0,1,0,22241,78192,1263679
1,0,4,3,0,2,71756,78196,72777
1,1,1,1,0,0,58086,78201,1166110
2,3,17,16,4,7,29151,78207,790627
3,9,13,3,3,13,32823,78209,1226229
11,0,1,2,0,0,29923,78211,1278124
10,3,18,10,1,9,38199,78218,914863
1,4,8,2,0,5,80844,78222,76507
1,5,5,2,1,5,42614,78224,19237
0,2,2,0,0,2,139383,78235,85234
3,1,4,4,0,6,43879,78245,28203
1,3,3,2,0,2,36736,78247,1546036
3,1,7,6,0,4,132328,78249,71676
1,3,5,3,3,11,35217,78251,1247657
0,10,5,2,3,6,34806,78264,1212436
2,4,2,52,5,11,37707,78266,1017460
2,2,2,5,0,4,39376,78268,1422122
5,4,3,8,1,6,1785,78270,97884
10,1,3,2,1,3,10241,78272,104008
5,1,0,0,0,2,32720,78276,89366
2,0,1,5,1,4,51413,78278,1426378
12,2,13,37,0,4,38318,78290,403645
2,6,9,3,0,0,42744,78295,59362
6,2,4,14,0,0,29272,78308,905329
15,11,20,15,1,6,13058,78313,1126596
5,6,6,12,5,8,37056,78316,892318
2,6,4,30,3,12,34480,78319,1073105
2,2,6,2,0,1,38570,78321,1498870
11,0,2,2,0,1,35166,78329,63493
8,4,2,16,0,2,38846,78332,1263778
4,1,0,2,0,0,73576,78335,995747
0,0,0,0,0,0,32830,78337,790612
2,5,3,6,0,5,52726,78340,49259
0,2,2,2,0,0,27735,78342,857275
9,0,0,1,0,2,54254,78344,997246
1,4,5,19,2,2,29917,78349,1258197
3,0,0,5,0,1,68429,78358,65233
2,1,1,7,0,2,47238,78360,110278
10,7,24,0,0,3,132928,78366,32846
1,1,6,1,0,0,19713,78370,1057581
3,0,1,6,0,4,50182,78376,14417
0,0,0,1,0,0,254738,78379,245209
6,1,0,9,0,2,42139,78381,82088
4,4,12,6,0,14,3589,78405,36962
0,3,3,3,0,3,25869,78408,485272
0,1,3,0,0,2,30695,78410,1392744
6,1,8,1,0,2,94225,78413,68286
7,10,3,7,0,7,108224,78416,21549
24,8,23,3,0,4,88192,78418,32413
8,1,6,6,1,8,28434,78420,43660
1,6,1,2,0,0,28871,78422,887745
0,4,8,4,0,3,35129,78438,50347
1,2,2,5,0,0,31041,78442,1225703
6,4,2,9,1,7,12832,78445,1035730
0,0,0,5,0,0,39246,78459,1370889
10,2,3,17,0,4,33116,78461,1242539
0,2,9,7,0,13,79372,78463,35460
5,5,8,2,1,10,42767,78465,43044
6,6,14,15,0,17,20533,78467,1075747
3,9,48,76,8,23,34544,78469,429493
0,2,3,1,0,3,48003,78483,56017
1,1,5,2,0,1,19276,78488,1391544
0,2,3,1,0,1,44006,78490,59555
9,10,26,20,1,17,10193,78499,435761
1,2,1,2,1,0,41397,78517,1568150
1,5,3,0,0,5,43882,78519,43859
0,7,7,2,0,2,99627,78528,41327
1,2,1,0,0,2,39641,78534,1016321
8,4,3,2,0,0,35164,78536,1198385
4,2,4,0,0,4,45974,78539,191173
0,0,1,0,0,2,198308,78544,993779
1,2,4,4,0,1,25868,78557,1227762
15,4,3,6,4,3,39013,78574,1399683
0,1,3,1,0,1,162880,78579,1135095
2,1,3,0,0,2,63883,78583,808237
1,2,1,2,0,1,8652,78585,1165253
3,8,3,9,5,2,18897,78606,1075113
19,5,10,26,1,13,38027,78612,73349
5,0,0,0,0,2,52072,78614,234217
3,2,2,9,0,1,1787,78618,62728
2,1,10,9,1,8,32068,78620,63557
8,1,0,9,0,0,48636,78622,102522
3,2,1,0,0,1,21531,78626,269743
9,1,3,5,0,4,108017,78629,8663
6,1,6,0,0,4,45009,78631,1087474
11,0,0,0,0,1,44999,78633,1540814
7,0,3,4,0,0,41142,78635,1145479
10,10,15,3,0,3,10192,78637,892791
1,2,5,0,0,1,24663,78640,1007018
2,1,3,1,0,2,24797,78642,1244588
3,0,1,0,0,2,61120,78646,105355
0,0,0,0,0,0,62414,78649,389011
7,1,1,6,0,3,149511,78651,60847
4,4,2,12,3,0,33809,78653,1204773
5,3,6,3,3,9,38780,78655,1337057
12,1,3,0,1,0,56809,78658,974544
7,2,2,3,1,1,37711,78666,441674
2,2,3,3,0,4,110901,78669,82596
9,1,2,1,0,1,211256,78673,29077
3,1,1,1,0,0,46341,78677,484064
0,2,7,0,0,4,37414,78679,954947
2,3,6,0,0,2,44680,78681,1493886
4,0,1,3,0,0,108705,78684,104111
5,0,0,0,0,1,70804,78690,10307
1,0,2,2,0,0,51138,78696,466899
0,1,4,0,0,1,26916,78698,243415
1,3,6,5,3,5,16890,78701,942891
0,3,2,2,0,0,39545,78703,1179794
9,2,9,12,0,3,53796,78713,20514
0,2,6,1,0,6,42615,78715,19591
1,1,3,0,0,1,120529,78717,1134665
1,1,7,1,0,1,34599,78721,85656
10,5,6,0,2,2,47282,78723,95530
1,3,6,4,1,6,16878,78727,1187046
0,2,15,2,0,1,13989,78729,813980
0,3,10,3,1,10,44534,78737,39243
0,3,9,2,0,9,43780,78739,35153
5,4,7,2,0,3,31677,78742,65636
12,0,9,3,0,1,40819,78746,1144539
0,0,0,3,0,0,68701,78748,1339635
3,2,9,1,0,1,43699,78757,381131
1,2,3,0,0,3,45371,78759,1117646
2,1,6,0,0,5,109970,78765,30865
6,17,19,22,5,12,24021,78772,1325004
7,11,9,0,1,6,36691,78774,1294213
1,5,1,0,2,0,39334,78776,1315214
7,2,0,0,2,1,41499,78827,1355623
0,0,0,0,1,0,40215,78829,1157685
1,0,7,1,0,2,69847,78832,37466
9,2,3,3,0,0,33913,78834,1291548
2,2,4,11,1,8,34647,78836,1191111
3,5,12,10,0,2,18530,78838,1034302
0,0,0,2,0,0,27865,78856,1189345
3,4,8,0,0,3,52365,78858,45706
1,1,3,1,0,2,51054,78860,59729
2,1,0,2,0,0,32866,78873,1570417
1,2,5,1,0,2,42891,78885,770814
3,4,14,0,0,3,10196,78893,938283
5,3,3,7,0,1,21042,78895,89748
3,3,11,4,0,4,37301,78898,60165
5,1,4,6,1,3,91487,78903,70959
1,3,4,1,0,7,29106,78905,42039
5,5,4,4,0,2,51865,78909,335351
6,4,4,0,0,2,37652,78913,118976
3,2,2,5,0,1,4676,78916,340137
1,2,4,0,0,2,28478,78919,1166810
6,6,4,7,0,10,51617,78921,37367
4,2,6,18,3,4,3037,78934,806686
0,0,0,8,3,3,208478,78941,492962
7,0,0,2,0,0,61302,78944,57982
25,0,2,1,0,2,113012,78946,69737
0,0,0,1,0,0,108788,78949,213968
1,1,2,0,1,2,140172,78951,780495
2,3,5,6,0,5,59231,78955,64873
17,0,2,8,0,1,59088,78957,62277
4,0,10,1,2,0,15102,78959,1217616
7,4,8,2,0,3,24963,78961,993841
2,0,0,0,0,0,36962,78965,313504
0,1,5,1,0,2,26932,78967,76210
0,0,6,0,0,1,40636,78976,1609157
7,1,2,6,0,2,2363,78978,52708
3,0,0,6,0,0,423917,78980,36783
8,4,7,1,0,1,34991,78982,68669
1,1,7,2,0,2,34703,78984,1288633
5,6,6,17,0,3,1896,78986,445691
0,0,4,1,0,0,39129,78991,114469
9,3,5,7,0,3,69544,78993,44811
4,6,8,2,1,5,43449,79003,40745
7,1,23,4,0,1,76180,79006,416716
2,1,2,0,0,3,16023,79008,1308667
0,1,1,1,0,1,25903,79010,365480
0,6,1,2,3,1,153913,79022,202989
0,0,1,2,0,3,25630,79029,790769
3,2,7,3,0,0,28036,79031,460823
20,11,25,9,1,15,51395,79035,33722
0,4,6,0,1,6,1789,79038,52837
3,0,1,1,0,0,74076,79043,808138
2,0,0,0,0,3,235199,79045,302022
1,1,10,37,7,19,34851,79057,1424381
1,2,2,6,1,2,8471,79060,860866
2,4,6,2,0,2,45622,79063,1345488
1,8,11,4,1,14,43514,79065,36422
0,3,7,0,0,3,87267,79067,62977
3,0,3,8,0,10,37659,79073,1333667
3,0,1,2,0,0,166677,79077,470764
0,1,8,2,0,1,23097,79081,47073
1,6,8,1,0,4,44711,79083,46564
13,8,12,13,2,10,20352,79091,1323594
4,10,9,0,0,1,150778,79094,36367
7,6,4,24,0,0,58781,79104,1235404
0,4,1,0,0,2,142052,79106,815182
4,1,10,8,0,9,32921,79109,34578
4,0,4,2,0,0,24048,79111,488121
25,3,28,2,0,0,43853,79124,30182
2,2,4,5,1,7,43849,79127,30817
2,7,20,9,1,8,27205,79132,1375666
2,9,9,0,0,3,38365,79134,1375670
0,2,2,1,0,2,64861,79136,1101048
2,4,8,2,0,3,27022,79139,963966
4,1,2,2,0,0,27843,79158,451954
5,3,3,0,0,2,80198,79163,800228
3,1,2,3,0,3,16304,79166,478125
4,5,10,68,9,32,37834,79185,1013743
4,7,7,2,0,0,32395,79187,1226232
0,1,6,9,2,8,26682,79191,111002
7,1,3,3,0,3,41252,79195,405266
8,3,16,7,0,11,25914,79197,49201
12,7,20,33,2,5,4556,79203,446750
2,5,8,5,2,7,18680,79207,87247
0,3,3,2,0,1,72356,79213,217019
1,3,2,5,0,6,41522,79222,1438437
15,1,2,18,4,15,38575,79224,1155076
0,5,5,0,0,2,39037,79226,1247662
0,2,6,0,0,2,15714,79228,425196
0,3,2,0,1,2,22556,79230,954990
4,6,10,4,0,7,49500,79232,92772
3,0,1,3,0,0,54857,79234,185691
6,1,1,3,0,5,110903,79236,103316
7,2,2,3,0,4,110899,79238,81662
6,5,5,4,6,4,39781,79242,842926
0,2,2,8,0,1,26350,79244,1001540
4,1,2,3,0,1,100661,79247,53344
4,2,4,6,0,5,85674,79249,69426
13,0,3,25,0,0,73861,79251,1273235
0,3,2,1,2,0,61222,79254,1319569
1,1,3,4,0,0,40850,79259,1248971
5,1,16,4,0,4,40662,79274,1569923
3,1,2,13,5,1,59484,79276,82927
4,0,0,0,0,3,54198,79278,12486
4,1,3,4,0,7,91470,79285,21110
0,5,12,0,0,17,47508,79287,16544
22,7,13,3,2,9,27576,79293,944835
14,3,1,15,0,2,86431,79303,67815
0,1,5,0,0,4,30565,79311,116479
9,0,1,0,0,5,42918,79318,1396557
5,4,12,1,1,4,1920,79321,50271
1,3,3,5,2,5,53209,79327,19258
3,2,1,2,0,4,24487,79329,1259583
10,0,4,4,0,3,39768,79333,60161
7,3,4,5,0,4,162862,79335,24433
4,5,7,4,1,6,134427,79337,22834
1,3,3,3,0,4,53232,79339,21874
5,1,1,33,0,4,37816,79344,1043651
3,0,2,1,0,0,20996,79346,1236247
3,0,2,0,0,0,18968,79348,1169158
5,6,12,1,0,2,31011,79357,485947
5,4,5,4,0,9,96525,79363,25536
10,3,4,41,0,8,1863,79368,65782
1,0,5,2,0,1,26652,79388,63443
8,4,15,8,1,5,65212,79395,47494
2,5,10,2,0,2,35262,79397,34780
0,0,0,1,1,0,37098,79400,1487120
2,1,8,0,0,2,26796,79402,1068669
7,2,4,20,1,2,41163,79410,452634
2,3,2,1,0,3,85023,79424,70435
2,7,11,1,0,5,38778,79428,427152
5,0,1,0,0,3,40428,79430,1484522
12,1,0,3,0,5,104343,79458,66466
7,0,1,3,0,4,104744,79461,63598
4,4,9,3,6,6,35019,79463,1415283
5,1,2,4,1,5,17631,79467,1277728
9,4,2,6,0,4,5899,79469,105019
1,3,2,0,0,6,18166,79471,395424
15,2,3,5,3,3,124096,79473,102583
4,1,1,2,0,2,86266,79475,156906
2,3,0,0,0,1,59881,79477,67820
6,1,1,2,0,2,17914,79494,220016
1,1,6,0,0,4,37766,79496,497539
3,1,4,4,0,6,48197,79498,75342
7,0,6,5,0,0,36274,79501,352465
19,1,3,8,0,1,26584,79505,1252610
0,5,5,0,0,2,38022,79507,75669
6,0,1,2,0,1,32497,79515,1570966
4,2,4,5,0,1,90908,79519,61113
3,1,0,2,0,0,45043,79521,208995
1,2,2,1,1,4,31262,79523,415127
2,3,3,1,0,10,21564,79525,47101
2,1,7,2,1,7,43605,79528,25907
0,0,1,0,0,1,20007,79533,78915
3,1,2,5,0,0,25335,79536,1227536
9,4,2,6,0,0,41483,79539,1118045
18,5,10,4,1,4,31203,79541,1264904
5,1,0,1,0,2,54233,79543,109685
3,0,1,11,0,0,27297,79545,1352369
0,1,3,7,1,8,39303,79547,1002561
2,1,7,6,3,1,21900,79551,1104126
3,1,6,4,0,4,37472,79553,1386932
4,2,3,0,0,1,29168,79561,400383
15,0,1,3,0,0,108712,79565,492967
4,1,0,4,0,0,343283,79568,79359
1,0,0,0,0,2,63075,79570,1159712
3,8,4,36,7,10,38843,79572,493949
0,0,1,6,0,0,39008,79578,76252
2,2,9,2,1,9,49609,79580,34405
0,11,14,3,0,5,37950,79588,1438254
1,7,7,0,0,7,24122,79590,1205535
1,6,22,0,0,10,27581,79592,1386588
3,0,9,0,0,2,24508,79596,51866
0,5,9,2,0,0,41135,79599,1268987
5,1,2,1,2,0,37570,79601,1513713
3,1,3,0,0,2,52713,79603,107175
14,1,2,5,0,4,5465,79607,66079
5,2,7,2,2,4,61430,79610,44331
0,4,5,2,1,10,45322,79617,38934
3,2,0,1,0,0,20591,79627,291833
5,0,5,34,0,5,13221,79633,479937
1,1,2,5,2,6,18848,79636,479074
28,7,6,9,1,7,42008,79638,93004
8,7,8,0,0,1,77334,79640,81616
3,9,7,1,0,2,94618,79642,44566
2,4,7,4,0,3,102488,79644,64227
10,4,4,9,0,5,86667,79647,51706
7,7,10,5,2,5,76000,79651,57239
71,5,54,12,2,14,83360,79653,32850
6,5,7,1,0,1,98328,79656,43599
1,4,5,4,2,6,33195,79663,1217070
3,3,9,0,0,1,46011,79667,45592
4,0,0,1,0,1,53190,79677,1522863
3,1,8,2,1,9,28426,79681,34902
2,3,3,1,0,1,39414,79684,437405
2,0,2,0,0,1,42039,79686,870210
12,0,9,1,0,1,19528,79688,995739
1,1,2,1,0,0,37700,79692,1534397
7,2,13,79,6,26,27578,79695,1320253
7,10,13,2,0,5,22538,79702,446029
1,3,12,2,0,13,97735,79709,38108
4,2,3,7,0,3,45803,79711,22454
1,0,1,1,0,0,112383,79718,70285
14,5,13,6,1,4,44629,79720,1313092
8,1,2,2,3,8,44770,79723,1294161
4,0,0,1,0,0,46391,79725,1295068
0,1,14,3,0,4,149114,79731,48602
2,1,0,2,0,0,30860,79736,419952
2,0,1,3,0,3,67367,79739,1424062
0,0,0,0,0,0,96108,79741,1125387
0,0,4,1,0,2,30966,79760,1419318
2,1,4,0,0,3,47477,79765,115109
5,4,5,1,0,2,40818,79767,1058743
1,2,5,0,0,2,37951,79769,1291465
21,2,30,1,0,7,43821,79771,32983
6,0,2,11,0,1,55971,79773,199777
11,3,5,7,0,7,10271,79775,383025
0,5,8,36,5,8,17821,79794,115985
2,3,17,47,2,13,23759,79796,1020558
5,4,6,11,0,5,26280,79798,1424797
3,4,5,1,1,3,39800,79800,808526
6,2,1,2,0,3,8900,79802,1022606
1,4,7,10,1,3,3476,79805,73155
5,5,11,3,0,0,9503,79807,458455
2,5,6,5,3,9,52270,79809,38419
4,0,0,4,0,2,44737,79824,1020938
14,2,1,6,1,5,8070,79828,77315
5,0,7,10,0,4,46334,79830,115822
3,3,12,7,0,11,80364,79832,28816
3,0,4,1,0,1,21001,79835,146990
7,1,1,5,0,2,171492,79838,71145
0,1,0,3,0,0,79829,79842,1671630
8,0,2,2,0,5,39142,79844,38334
3,2,2,2,0,0,21781,79846,407821
1,12,5,0,0,3,19874,79848,832318
0,0,0,2,0,0,44806,79850,1548865
6,7,13,4,0,2,132883,79855,26007
4,1,10,14,3,8,43549,79860,997152
1,3,1,15,2,5,14138,79863,816436
2,2,10,5,1,6,38150,79868,1220214
0,0,0,0,0,1,47912,79870,1280015
5,2,4,2,3,3,128298,79872,17750
1,1,5,4,1,7,42565,79874,18526
1,10,9,12,2,8,43593,79879,464154
8,1,1,12,0,2,263579,79882,81160
6,2,2,6,1,2,1914,79884,487027
9,4,25,4,0,4,35552,79895,1179025
0,1,7,2,2,8,44718,79897,1194263
17,0,0,2,0,5,67381,79901,1500496
1,7,10,6,3,2,26035,79910,1059925
6,1,4,2,0,2,25474,79912,1202514
1,4,1,1,0,1,16346,79914,1145144
1,3,1,1,0,3,33774,79916,1223975
2,6,8,2,0,1,102286,79918,58091
4,4,9,2,1,9,53446,79920,38370
7,10,3,3,0,10,108232,79923,43792
1,3,3,1,0,2,44533,79925,41767
9,2,9,4,0,0,15952,79927,1087890
1,1,3,1,0,0,39563,79929,1346961
2,0,2,3,0,0,55520,79936,95880
2,7,3,0,0,2,41479,79946,1285309
1,4,8,3,0,10,65787,79953,45333
4,4,4,2,0,7,51759,79955,20112
1,3,3,3,1,6,41248,79972,1183672
1,1,2,0,0,3,29538,79974,1351224
14,10,13,5,2,5,115109,79977,31835
1,2,0,2,0,0,42850,79980,1322282
4,6,8,7,1,6,31900,79987,1329457
1,4,8,7,0,6,37842,79994,1156143
26,3,2,38,1,13,29159,79996,1107816
3,5,6,14,0,2,191550,80004,93067
7,0,2,3,0,2,122671,80014,63384
4,3,6,5,0,10,42991,80020,55797
3,3,8,1,0,2,44140,80022,46076
4,6,10,4,0,2,42194,80026,411951
0,2,5,1,1,2,31443,80033,234516
5,1,0,2,0,0,33494,80038,1359421
7,1,0,2,0,4,91873,80041,73045
1,3,5,1,0,1,207937,80044,181212
5,1,10,2,0,3,20200,80049,381442
1,1,4,2,0,0,37259,80054,1394383
7,2,6,0,0,3,62981,80072,84358
0,2,2,2,0,0,33682,80074,406098
3,2,2,4,0,0,79043,80076,339357
9,0,1,3,0,1,28609,80083,142235
29,1,5,13,0,3,46164,80086,843302
1,3,4,3,1,6,38358,80094,1320244
3,2,1,5,1,4,113458,80097,55153
1,2,2,0,1,0,42085,80100,87027
0,5,6,11,1,10,37581,80102,23891
1,0,1,0,0,1,84701,80104,36630
35,7,21,2,1,8,32196,80107,32376
1,2,5,0,0,3,42495,80109,64553
1,2,5,0,0,3,42495,132261,67306
1,2,5,0,0,3,42495,80109,64553
1,2,5,0,0,3,42495,132261,67306
6,0,0,5,0,0,95597,80111,60758
14,13,16,28,7,9,55562,80122,91869
5,3,2,2,0,3,49943,80124,284492
